ObsID,EXPTIME,TOTCNTS,TOTCORR,USTHRSH,THRSHLD,THRSBIN,WAVEBNS,GAIAMAG,2MASSMAG,TARGTEFF,ELAPSED,DATE-MID,MJD-OBS,MJD-minus-offset,CCFERV_MPS,CCFBJD,CCFERV,DRPTAGL2,USTHRSH,READSPED,NOTJUNK,EMSCCT48,EMSCCT45,EMSCCT56,EMSCCT67,EMSCCT78,SNRSC452,SNRSC548,SNRSC652,SNRSC747,SNRSC852
KP.20250611.47319.48,360.0,5.476e+06 7.4465e+06 6.3709e+06 4.2616e+06,7.5416e+06 1.0255e+07 8.7739e+06 5.8684e+06,No,1100352112.676060,604.375,498.12 604.38 710.62 816.88,10.118072,9.382,6647.0,360.0,2025-06-11 13:11:39.483000,60837.547679,253.54767900000300,108.28982685659700,2460838.055027680,0.10828982685659700,v2.10.3,No,regular,TRUE,23845520.0,5546263.0,7503945.0,6410022.0,4385289.0,81.037,133.94,148.22,151.031,120.038
KP.20230627.23253.06,15.0,,,,,,,4.09,3.21,5500.0,15.0,2023-06-27 06:27:33.628000,60122.269129,-461.73087100000000,0.43233775858422500,,0.000432337758584225,v2.8.2,,null,TRUE,,,,,,320.7,578.8,657.4,670.2,536.4
KP.20230914.31840.67,27.0,1.0393e+08 1.974e+08 1.8354e+08 1.3284e+08,0 0 0 0,,,,,5.0,3.86,5200.0,27.0,2023-09-14 08:50:54.175000,60201.368526,-382.6314740000020,0.328733991803964,2460201.8738328700,0.000328733991803964,v2.9.1,,regular,TRUE,630419964.0,105679708.0,200413074.0,186323474.0,138003706.0,275.237,523.942,626.036,658.387,541.393
KP.20230913.33724.09,900.0,2.7296e+06 5.4403e+06 6.4418e+06 6.1601e+06,0 0 0 0,,,,,12.34,10.19,3900.0,900.0,2023-09-13 09:29:34.093000,60200.390321,-383.60967900000100,2.8228747766501900,2460200.901487300,0.002822874776650190,v2.9.1,,regular,TRUE,21302650.0,2834753.0,5531593.0,6527958.0,6408345.0,26.106,62.592,92.296,110.195,96.674
KP.20230615.42242.86,172.0,,,,,,,5.21,4.16,5750.0,172.0,2023-06-15 11:45:29.100000,60110.48892,-473.5110799999970,0.281143767799216,,0.000281143767799216,v2.8.2,,null,TRUE,,,,,,625.4,1203.6,1412.5,1428.2,1119.7
KP.20250110.40534.38,94.0,2.1867e+07 5.0771e+07 5.3025e+07 3.7396e+07,3.7437e+07 8.6912e+07 9.0769e+07 6.4016e+07,No,375171900.0,498.125,498.12 604.38 710.62 816.88,5.89,4.39,4930.0,94.0,2025-01-10 11:16:21.397000,60685.469144,101.46914400000200,0.380529213855069,2460685.9744897600,0.000380529213855069,v2.10.3,No,regular,TRUE,166182058.0,22194875.0,51450750.0,53732138.0,38804295.0,181.805,367.072,463.602,500.459,418.565
KP.20230805.56034.23,12.0,1.6372e+08 2.6151e+08 2.157e+08 1.576e+08,-5.5664e+08 -8.9346e+08 -7.4199e+08 -5.4557e+08,,,,,3.32,2.37,5800.0,12.015,2023-08-05 15:34:00.237000,60161.648542,-422.35145799999700,0.39606617396949,,0.00039606617396949,v2.8.2,,regular,TRUE,896901162.0,182636408.0,292183898.0,241490663.0,180590191.0,397.0,710.3,813.8,840.6,682.1
KP.20240302.42834.20,75.0,1.7022e+08 2.7596e+08 2.4699e+08 1.5972e+08,2.9179e+08 4.7304e+08 4.2339e+08 2.738e+08,No,1537621000.0,710.625,498.12 604.38 710.62 816.88,4.87,3.96,5857.0,75.031,2024-03-02 11:54:31.713000,60371.495766,-212.504234,0.272950701970258,2460372.001797350,0.000272950701970258,v2.12.0rc1,No,regular,TRUE,879522188.0,175017947.0,283230089.0,253522744.0,167751407.0,510.101,917.029,1034.506,1048.136,842.054
KP.20230530.45165.08,172.0,,,,,,,5.21,4.16,5750.0,172.0,2023-05-30 12:34:11.321000,60094.522739,-489.477261,1.292379073735130,,0.001292379073735130,v2.8.2,,null,TRUE,,,,,,143.2,254.9,289.5,299.6,243.8
KP.20230528.40414.89,242.0,,,,,,,6.85,5.61,5250.0,242.0,2023-05-28 11:15:36.241000,60092.467761,-491.5322390000000,0.393525021379047,,0.000393525021379047,v2.8.2,,null,TRUE,,,,,,321.7,619.4,736.0,781.4,644.1
KP.20241226.17108.54,60.0,2.8766e+07 7.636e+07 8.6989e+07 6.7701e+07,4.9309e+07 1.309e+08 1.4911e+08 1.1604e+08,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,4.77,3.11,4349.0,60.024,2024-12-26 04:45:38.557000,60670.198013,86.19801300000110,0.352467252572199,2460670.6974433300,0.000352467252572199,v2.10.3,No,regular,TRUE,261761611.0,28840119.0,76432683.0,87067254.0,69421554.0,196.891,431.843,577.54,645.91,558.223
KP.20250210.18284.68,45.0,2.0963e+07 4.2068e+07 4.2615e+07 2.9116e+07,3.6073e+07 7.2389e+07 7.333e+07 5.0102e+07,No,1537621000.0,710.625,498.12 604.38 710.62 816.88,5.47,4.37,4960.0,45.0,2025-02-10 05:05:07.186000,60716.211627,132.21162699999700,0.466310271134461,2460716.709112760,0.000466310271134461,v2.10.3,No,regular,TRUE,139307101.0,21592164.0,43253131.0,43826609.0,30635196.0,176.161,341.117,416.747,445.266,370.169
KP.20230701.23566.94,30.0,,,,,,,4.09,3.21,5600.0,30.017,2023-07-01 06:33:01.953000,60126.272761,-457.7272390000000,1.185083807856100,,0.001185083807856100,v2.8.2,,null,TRUE,,,,,,348.5,633.4,718.6,724.0,581.9
KP.20240622.45246.84,1200.0,2.9293e+06 3.7159e+06 3.4454e+06 2.362e+06,3.501e+06 4.441e+06 4.118e+06 2.8232e+06,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,12.45,11.25,5861.0,1200.021,2024-06-22 12:44:06.854000,60483.523686,-100.47631400000000,2.420184930058450,2460484.0336907000,0.002420184930058450,v2.12.0rc1,No,regular,TRUE,12932073.0,3104615.0,3838167.0,3518816.0,2470472.0,43.533,81.575,96.794,101.297,83.495
KP.20230701.29396.10,30.0,,,,,,,4.09,3.21,5600.0,30.0,2023-07-01 08:10:11.109000,60126.340231,-457.65976899999800,1.1130243618148600,,0.001113024361814860,v2.8.2,,null,TRUE,,,,,,354.7,652.8,755.3,774.7,632.4
KP.20230604.54926.79,60.0,,,,,,,4.45,3.42,5500.0,60.0,2023-06-04 15:15:57.396000,60099.635722,-484.3642780000010,0.6341974620475900,,0.00063419746204759,v2.8.2,,null,TRUE,,,,,,204.1,408.8,502.1,525.7,421.8
KP.20250606.53363.89,20.0,1.9661e+07 1.9502e+07 1.304e+07 7.3863e+06,3.3956e+07 3.3681e+07 2.2521e+07 1.2759e+07,No,1100352112.676060,604.375,498.12 604.38 710.62 816.88,5.68,5.86,12327.0,20.018,2025-06-06 14:49:33.903000,60832.617637,248.61763700000300,63.33036631048130,2460833.1227337200,0.0633303663104813,v2.10.3,No,regular,TRUE,65625145.0,21630239.0,21406519.0,14310017.0,8278368.0,192.436,271.681,259.421,238.703,176.121
KP.20230715.34066.89,480.0,,,,,,,11.417,10.475,6210.0,331.391,2023-07-15 09:30:32.589000,60140.394293,-443.60570700000200,71.12251690178090,,0.07112251690178090,v2.8.2,,null,TRUE,,,,,,41.5,73.6,83.5,85.4,68.4
KP.20230715.51658.24,480.0,,,,,,,11.417,10.475,6210.0,480.017,2023-07-15 14:24:58.247000,60140.597892,-443.40210800000200,61.74598585313280,,0.06174598585313280,v2.8.2,,null,TRUE,,,,,,55.0,99.0,112.9,116.0,93.0
KP.20231106.34176.89,36.0,3.9832e+07 7.9958e+07 8.3457e+07 6.008e+07,1.754e+08 3.5251e+08 3.7e+08 2.6867e+08,,,,,5.47,4.37,4960.0,36.02,2023-11-06 09:29:54.903000,60254.395566,-329.60443400000100,0.476559074865474,2460254.9014795900,0.000476559074865474,v2.9.1,,regular,TRUE,281328774.0,42360207.0,84955212.0,88694073.0,65319280.0,168.737,334.918,413.47,439.589,365.76
KP.20231106.34540.47,12.0,1.0674e+08 1.8921e+08 1.8607e+08 1.2782e+08,1.3112e+09 2.3147e+09 2.2812e+09 1.5709e+09,,,,,3.3,2.15,5349.0,12.0,2023-11-06 09:35:46.473000,60254.399775,-329.60022500000200,0.305979395071358,2460254.905277900,0.000305979395071358,v2.9.1,,regular,TRUE,712262482.0,124142145.0,219783926.0,216299631.0,152036777.0,325.793,621.947,739.063,769.079,626.781
KP.20230604.42316.83,16.0,,,,,,,4.45,3.42,5500.0,16.0,2023-06-04 11:45:25.017000,60099.489776,-484.51022399999800,0.596039648957028,,0.000596039648957028,v2.8.2,,null,TRUE,,,,,,215.3,433.3,529.0,550.5,439.1
KP.20230711.49575.19,600.0,,,,,,,11.64,8.91,3132.5,600.037,2023-07-11 13:51:15.210000,60136.573784,-447.42621600000000,4.12766183544548,2460137.0794816,0.00412766183544548,v2.9.1,,regular,TRUE,,,,,,22.664,61.699,108.383,150.102,137.427
KP.20241217.43079.27,75.0,1.972e+07 3.5163e+07 3.3117e+07 2.2555e+07,3.3826e+07 6.0313e+07 5.6803e+07 3.869e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,4.87,3.96,5857.0,75.024,2024-12-17 11:58:36.786000,60661.498601,77.49860099999930,0.804137271298507,2460662.002021310,0.000804137271298507,v2.10.3,No,regular,TRUE,114848382.0,20410364.0,36332906.0,34231153.0,23873959.0,168.245,315.049,369.049,386.256,317.243
KP.20230506.43261.19,492.0,,,,,,,6.12,5.13,5750.0,492.0,2023-05-06 12:05:07.471000,60070.500708,-513.4992920000000,0.69592930327305,,0.00069592930327305,v2.8.2,,null,TRUE,,,,,,223.4,407.3,463.2,477.1,385.6
KP.20230506.40954.92,300.0,,,,,,,10.11,7.2,3310.0,300.0,2023-05-06 11:25:05.509000,60070.47401,-513.5259900000020,4.666575094509960,,0.004666575094509960,v2.8.2,,null,TRUE,,,,,,22.6,55.3,99.1,144.7,131.0
KP.20230709.39556.45,40.0,,,,,,,5.23,4.09,5750.0,40.0,2023-07-09 10:59:36.457000,60134.457825,-449.5421750000020,1.097672204985980,,0.001097672204985980,v2.8.2,,null,TRUE,,,,,,119.1,216.5,250.4,259.7,210.4
KP.20230709.55332.46,16.0,,,,,,,4.45,3.42,5500.0,16.0,2023-07-09 15:22:20.474000,60134.640422,-449.35957800000300,1.00081887667048,,0.00100081887667048,v2.8.2,,null,TRUE,,,,,,89.5,175.5,216.3,233.5,194.8
KP.20230914.22909.21,600.0,2.4071e+06 7.3804e+06 1.3546e+07 1.7888e+07,0 0 0 0,,,,,11.64,8.91,3132.5,600.015,2023-09-14 06:26:49.223000,60201.26515,-382.73485000000100,3.236096623103470,2460201.773344860,0.003236096623103470,v2.9.1,,regular,TRUE,41979568.0,2471718.0,7440084.0,13608377.0,18459388.0,28.494,79.129,138.184,189.827,171.581
KP.20260101.57736.29,250.0,5.687e+06 8.5968e+06 8.264e+06 5.6615e+06,9.9427e+06 1.503e+07 1.4447e+07 9.8942e+06,Yes,9615384.615385,498.125,498.12 604.38 710.62 816.88,5.2,4.1,5737.0,9.221,2026-01-01 16:02:20.900000,61041.668245,457.66824500000100,1.3829776632480000,2461042.1670603600,0.001382977663248000,v2.12.0rc1,Yes,regular,TRUE,28355078.0,5698698.0,8600051.0,8266884.0,5789444.0,92.952,161.963,187.162,195.563,160.096
KP.20230914.32500.45,42.0,9.1558e+07 1.7342e+08 1.5783e+08 1.1188e+08,0 0 0 0,,,,,5.65,4.55,583.0,42.0,2023-09-14 09:02:01.462000,60201.376159,-382.62384100000100,4.183548490732600,2460201.8821592500,0.004183548490732600,v2.9.1,,regular,TRUE,563342667.0,96140504.0,181804623.0,165437763.0,119959775.0,264.252,500.577,591.669,615.723,502.763
KP.20230409.46039.16,180.0,,,,,,,7.91,6.86,5943.8,180.0,2023-04-09 12:44:46.576000,60043.530047,-540.4699530000000,1.8946730089411100,2460044.0350646000,0.001894673008941110,v2.9.1,,regular,TRUE,,,,,,129.056,234.962,261.302,263.367,206.866
KP.20230724.51580.97,36.0,,,,,,,4.77,3.11,4000.0,36.018,2023-07-24 14:19:58.983000,60149.597,-434.4029999999980,0.279464266919866,,0.000279464266919866,v2.8.2,,null,TRUE,,,,,,244.5,534.3,706.7,778.5,661.6
KP.20230908.28706.27,900.0,3.4399e+06 6.9733e+06 6.2672e+06 4.4763e+06,0 0 0 0,,,,,13.06,16.15,5118.0,900.014,2023-09-08 08:05:56.274000,60195.332249,-388.66775100000100,1.886245896491290,2460195.8408160500,0.001886245896491290,v2.9.1,,regular,TRUE,21690238.0,3594757.0,7094515.0,6354793.0,4646172.0,41.245,79.018,93.922,97.917,80.002
KP.20260205.24837.78,648.0,1.6812e+07 2.4448e+07 2.2749e+07 1.495e+07,2.3164e+07 3.3682e+07 3.1348e+07 2.0599e+07,No,48076923.076923,498.125,498.12 604.38 710.62 816.88,9.5,8.7,6232.0,648.0,2026-02-05 06:59:21.789000,61076.287474,492.287473999997,2.5748227332432,2461076.7976772700,0.0025748227332432,v2.12.0rc1,No,regular,TRUE,79829739.0,16958782.0,24607650.0,22891339.0,15371967.0,137.103,243.848,275.882,280.532,224.491
KP.20230704.39508.42,40.0,,,,,,,5.23,4.09,5750.0,40.001,2023-07-04 10:58:48.429000,60129.457271,-454.5427290000010,1.808156375082510,,0.001808156375082510,v2.8.2,,null,TRUE,,,,,,135.9,251.2,294.6,308.1,252.5
KP.20251205.27882.80,30.0,7.7819e+07 1.2242e+08 1.167e+08 8.0013e+07,1.7841e+08 2.807e+08 2.6757e+08 1.8344e+08,No,9615384.615385,498.125,498.12 604.38 710.62 816.88,3.3,2.4,5879.0,30.015,2025-12-05 07:44:57.812000,61014.322719,430.3227190000030,0.40254830456381600,2461014.8269238700,0.000402548304563816,v2.12.0rc1,No,regular,TRUE,399129719.0,77994727.0,122496698.0,116765930.0,81872363.0,377.558,678.72,784.968,803.376,663.393
KP.20251202.18006.57,40.0,5.5223e+07 8.6061e+07 7.7958e+07 5.0983e+07,9.4938e+07 1.4796e+08 1.3402e+08 8.7647e+07,Yes,431034482758.6210,604.375,498.12 604.38 710.62 816.88,5.3,4.7,5750.0,40.02,2025-12-02 05:00:26.575000,61011.208408,427.2084079999990,0.36742943424948000,2461011.7107006100,0.00036742943424948,v2.12.0rc1,Yes,regular,TRUE,285506875.0,58162949.0,90512696.0,81999871.0,54831358.0,293.524,522.805,589.786,596.435,477.301
KP.20240809.21603.97,20.0,6.432e+07 1.161e+08 1.1185e+08 7.9291e+07,1.1079e+08 1.9997e+08 1.9266e+08 1.3658e+08,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,4.38,3.07,5018.0,20.022,2024-08-09 06:00:13.978000,60531.250043,-52.749957000000000,0.28897099707657000,2460531.7545063200,0.00028897099707657,v2.12.0rc1,No,regular,TRUE,404944599.0,69790924.0,125832780.0,121247126.0,88073769.0,309.649,603.258,719.485,750.357,618.701
KP.20230829.54874.25,12.0,8.0841e+07 1.3303e+08 1.1299e+08 7.9189e+07,0 0 0 0,,,,,3.9,3.14,5873.7,12.016,2023-08-29 15:14:40.253000,60185.635119,-398.36488100000100,0.555332900154101,2460186.136510370,0.000555332900154101,v2.9.1,,regular,TRUE,463974784.0,91944122.0,151174809.0,128569969.0,92285882.0,286.84,515.802,590.061,606.885,490.336
KP.20240924.48120.10,118.0,2.0223e+07 3.2813e+07 2.9301e+07 1.9185e+07,3.4649e+07 5.6221e+07 5.0205e+07 3.2875e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,7.14,6.17,5981.0,118.0,2024-09-24 13:22:59.121000,60577.556943,-6.44305699999677,0.908651587423553,2460578.061839880,0.000908651587423553,v2.12.0rc1,No,regular,TRUE,103625705.0,20554573.0,33349688.0,29790409.0,19931033.0,171.798,313.857,355.207,358.528,283.891
KP.20230906.56251.28,12.0,6.0951e+06 1.0665e+07 9.3916e+06 6.6913e+06,0 0 0 0,,,,,3.3,2.15,5349.0,12.06,2023-09-06 15:37:37.307000,60193.651054,-390.34894599999800,1.269086583601290,2460194.1562067400,0.001269086583601290,v2.9.1,,regular,TRUE,38711520.0,7160701.0,12492041.0,11022561.0,8036216.0,79.291,148.672,174.085,182.046,148.768
KP.20230715.54375.80,31.0,,,,,,,5.23,3.98,5000.0,31.016,2023-07-15 15:06:31.306000,60140.629348,-443.3706519999980,0.299129558517284,,0.000299129558517284,v2.8.2,,null,TRUE,,,,,,238.0,477.3,588.9,624.0,515.7
KP.20241209.15630.52,16.0,5.6029e+06 1.0279e+07 9.5739e+06 6.3389e+06,9.6756e+06 1.775e+07 1.6531e+07 1.0945e+07,Yes,375171900.0,498.125,498.12 604.38 710.62 816.88,4.45,3.42,5300.0,16.016,2024-12-09 04:20:38.527000,60653.180909,69.18090900000240,0.943503800361862,2460653.682406020,0.000943503800361862,v2.10.3,Yes,regular,TRUE,36734303.0,6415729.0,11765480.0,11040616.0,7512476.0,95.546,179.256,211.538,219.506,175.757
KP.20241206.48173.50,527.0,3.2267e+08 5.2972e+08 4.5606e+08 2.9152e+08,5.5209e+08 9.0643e+08 7.8044e+08 4.9882e+08,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.79,4.88,5861.0,527.017,2024-12-06 13:27:17.007000,60650.557561,66.55756100000140,0.218830449304119,2460651.0662017200,0.000218830449304119,v2.10.3,No,regular,TRUE,1608616081.0,323520936.0,530240223.0,456489653.0,298365267.0,672.479,1238.283,1390.608,1397.183,1100.258
KP.20241026.48435.49,143.0,2.8945e+07 4.5579e+07 4.045e+07 2.7964e+07,4.9535e+07 7.8e+07 6.9223e+07 4.7855e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,7.47,6.45,5867.0,143.038,2024-10-26 13:28:27.011000,60609.560594,25.56059400000230,0.609864125049819,2460610.0670993000,0.000609864125049819,v2.12.0rc1,No,regular,TRUE,145452988.0,29373241.0,46168583.0,40970896.0,28940266.0,205.024,367.518,417.467,426.985,343.474
KP.20230709.53541.65,45.0,,,,,,,5.55,4.55,5500.0,45.0,2023-07-09 14:52:44.161000,60134.619691,-449.3803090000000,0.509192643569754,,0.000509192643569754,v2.8.2,,null,TRUE,,,,,,185.7,341.4,396.7,409.0,330.4
KP.20230709.53636.08,45.0,,,,,,,5.55,4.55,5500.0,45.0,2023-07-09 14:54:18.584000,60134.620783,-449.3792170000020,0.538945176644693,,0.000538945176644693,v2.8.2,,null,TRUE,,,,,,175.6,322.5,374.5,386.1,311.8
KP.20230601.38249.22,492.0,,,,,,,6.12,5.13,5750.0,492.0,2023-06-01 10:41:35.511000,60096.442696,-487.55730400000200,0.42823161023748100,,0.000428231610237481,v2.8.2,,null,TRUE,,,,,,362.3,687.5,797.9,804.9,628.0
KP.20230704.40180.39,45.0,,,,,,,5.33,4.67,5750.0,45.0,2023-07-04 11:10:02.899000,60129.465051,-454.5349490000010,1.974724824704590,,0.001974724824704590,v2.8.2,,null,TRUE,,,,,,110.9,209.7,250.3,265.8,220.6
KP.20230810.24322.81,600.0,2.7124e+05 1.4051e+06 2.4587e+06 3.3021e+06,0 0 0 0,,,,,12.31,9.74,0.0,600.022,2023-08-10 06:50:22.818000,60166.281509,-417.71849100000000,9.636765617294540,2460166.7903176500,0.009636765617294540,v2.9.1,,regular,TRUE,7554489.0,274252.0,1412625.0,2466047.0,3401564.0,17.827,46.368,78.835,104.887,96.214
KP.20230924.26748.95,720.0,7.7665e+05 2.8047e+06 3.647e+06 3.4978e+06,1.0518e+06 4.1436e+06 5.4126e+06 5.1955e+06,,,,,13.17,11.07,3923.0,720.014,2023-09-24 07:31:48.960000,60211.309591,-372.69040900000300,3.875447213552870,2460211.8154155800,0.003875447213552870,v2.9.1,,regular,TRUE,10986830.0,806888.0,2851800.0,3690713.0,3637427.0,19.309,45.167,67.825,81.273,72.592
KP.20230801.75078.79,5.0,,,,,,,,,45000.0,5.016,2023-08-01 20:51:21.295000,60157.856117,-426.143882999997,0.278829618454798,,0.000278829618454798,v2.8.2,,regular,TRUE,1308558211.0,205808290.0,475950910.0,358392088.0,268406921.0,247.5,943.3,1195.8,1409.3,1222.4
KP.20241222.16236.51,45.0,4.9462e+07 1.0699e+08 1.0636e+08 7.3349e+07,8.4965e+07 1.8378e+08 1.8267e+08 1.2599e+08,Yes,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.23,3.98,4746.0,45.021,2024-12-22 04:30:59.017000,60666.187924,82.18792399999800,0.26599751980819200,2460666.69026228,0.000265997519808192,v2.10.3,Yes,regular,TRUE,344614971.0,50517335.0,109090949.0,108457758.0,76548927.0,274.318,543.08,664.505,702.778,579.974
KP.20250213.43898.96,345.0,2.3833e+07 4.1563e+07 3.7289e+07 2.3003e+07,4.0797e+07 7.1143e+07 6.3827e+07 3.9374e+07,No,1537621000.0,710.625,498.12 604.38 710.62 816.88,8.6,7.5,5524.0,345.014,2025-02-13 12:14:31.463000,60719.508086,135.50808600000200,0.505814124138069,2460720.014833870,0.000505814124138069,v2.10.3,No,regular,TRUE,127128377.0,24063031.0,41855751.0,37541058.0,23668536.0,188.668,343.291,391.075,396.031,316.308
KP.20230728.20607.49,315.0,,,,,,,6.13,4.95,4914.3,315.001,2023-07-28 05:46:04.994000,60153.238512,-430.76148799999600,0.168887543224641,2460153.7432960800,0.000168887543224641,v2.9.1,,regular,TRUE,1926574221.0,314530358.0,617224830.0,554267485.0,440551547.0,458.173,894.457,1086.587,1149.241,951.636
KP.20230820.46464.57,12.0,1.5718e+08 2.4959e+08 2.0269e+08 1.401e+08,0 0 0 0,,,,,3.32,2.11,5726.0,12.015,2023-08-20 12:54:30.576000,60176.537781,-407.4622190000010,0.379294408138117,2460177.0397609600,0.000379294408138117,v2.9.1,,regular,TRUE,858674961.0,179349988.0,284509463.0,231237533.0,163577976.0,394.994,712.683,803.094,817.907,653.29
KP.20230802.52764.12,30.0,2.7405e+08 5.4147e+08 5.0005e+08 3.9988e+08,-3.8751e+08 -7.6214e+08 -6.9889e+08 -5.5325e+08,,,,,3.47,2.23,5002.0,30.0,2023-08-02 14:39:39.130000,60158.610696,-425.3893039999970,0.175447629281557,2460159.1108705400,0.000175447629281557,v2.10.3,,regular,TRUE,1818942376.0,289184974.0,570785320.0,527188844.0,431783237.0,501.48,971.922,1194.211,1279.514,1073.089
KP.20230611.23795.19,40.0,,,,,,,5.23,4.09,5750.0,40.0,2023-06-11 06:36:55.963000,60106.275407,-477.724592999999,0.803605918420008,,0.000803605918420008,v2.8.2,,null,TRUE,,,,,,292.6,562.7,648.6,651.4,499.1
KP.20250614.41468.29,60.0,2.6608e+07 7.2193e+07 8.7626e+07 7.7656e+07,4.5648e+07 1.2385e+08 1.5032e+08 1.3324e+08,No,1100352112.676060,604.375,498.12 604.38 710.62 816.88,5.45,3.55,3992.0,60.025,2025-06-14 11:31:38.299000,60840.479955,256.4799550000030,0.403282558966607,2460840.9821085700,0.000403282558966607,v2.10.3,No,regular,TRUE,266149578.0,26653733.0,72224503.0,87660651.0,79610689.0,178.882,418.559,588.562,680.628,595.581
